id,type,title,description,interpretation,link,status,published_at,created_at,updated_at,display_date,centres,classes,children,medias,tags
288977,album,December Week 4 and Week 5,"The children had a fun time throwing balls to knock down the bowling pins, which helped improve their hand-eye coordination and motor skills. 

The teacher wrote each child's name using white crayon on white paper, and the children painted over their names with watered-down paints. As the colors spread, the white crayon revealed their names, delighting the children as they saw their names appear like magic.
",,,published,2025-01-05 05:52:23,2025-01-05 05:51:35,2025-01-05 05:52:22,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1401, ""label"": ""2025 N1 Rosen""}]",NULL,[],[]
288978,album,复习周照片更新,这一周老师带领小朋友们学习了笔画“横折”“竖弯钩”，小朋们学习的很认真并且模仿书写。小朋友们这一周去到了户外公园用木头和沙子进行建构游戏。,,,published,2025-01-05 06:03:06,2025-01-05 06:02:54,2025-01-05 06:03:05,NULL,"{""id"": 5, ""code"": ""DTH01""}","[{""id"": 1406, ""label"": ""2025 Kindergarten 1 Inventors""}]",NULL,[],[]
288980,post,绘本分享《这是谁的》,老师和小朋友们一起分享绘本《这是谁的》，小朋友们认真的围坐在老师身边，眼神专注，安静地聆听着老师的讲述。老师轻轻翻开第一页，书中的清晰插图和生动文字引起了孩子们的好奇。随着故事的发展，孩子们渐渐记住了大毛熊的经典台词：“这是我的！”每当老师念到“这是……”他们都会跟着老师一起喊：“这是我的！”随着故事情节的推进，小朋友们看到大毛熊因为不愿分享而失去了朋友，大家纷纷表达自己的想法：“要分享”、“share”、“要爱朋友”……小朋友们积极参与，分享着自己对友谊与分享的理解。当故事的最后，大毛熊认识到自己错误并重新与朋友们建立友谊时，孩子们脸上露出了满足和开心的笑容。看到动物们在一起快乐地游戏，小朋友们也仿佛感受到了一份温暖的友谊。通过这本绘本，孩子们不仅领略了精彩的故事情节，还在潜移默化中学到了如何与人分享，如何珍惜友谊。,,,published,2025-01-05 06:22:41,2025-01-05 06:20:52,2025-01-05 06:22:41,NULL,"{""id"": 1, ""code"": ""DNI00""}","[{""id"": 1296, ""label"": ""2025 N1 Giles Andreae""}]",NULL,[],[]
288981,post,合作运水果,小朋友们一起进行团队合作游戏：合作传水果。通过小朋友们的参与，帮助他们理解合作与协调的重要性。游戏刚开始时，大家还不太熟悉规则，所以有些小朋友会去拿取水果、越过同伴直接传送，甚至有的小朋友抱住水果不放。然而，老师通过耐心的指导和鼓励，帮助他们慢慢明白了如何更好地配合与合作。最终，小朋友们开始懂得按顺序传递水果，每个人都在自己的位置上尽责地完成任务。他们从第一个小朋友开始，一个接一个地将水果传递到最后一位朋友，直到所有的水果都顺利放入收纳筐中。这个过程不仅增强了孩子们的团队意识，还锻炼了他们的沟通和协调能力，同时也让他们在实践中体验到成功的喜悦。,,,published,2025-01-05 06:47:00,2025-01-05 06:36:59,2025-01-05 06:46:59,NULL,"{""id"": 1, ""code"": ""DNI00""}","[{""id"": 1296, ""label"": ""2025 N1 Giles Andreae""}]",NULL,[],[]
288987,post,十二月 第五周 我们一起在阅读角落看书,"学习目标：
1.通过阅读绘本，增加幼⼉阅读的兴趣。
2.幼儿尝试理解和表达图画。
学习过程：
教师带领幼儿来到阅读角落，教师为幼儿阅读绘本故事，吸引幼儿对绘本的好奇心，接着，教师介绍阅读角落中的绘本，鼓励孩子们选择自己喜欢的绘本进行阅读，在孩子们阅读过程中，教师适当对幼儿提问绘本中的内容，如“你看到了什么？”“里面有哪些动物？”等等，鼓励幼儿尝试说一说绘本内容。
活动时间：03/01/2025",,,published,2025-01-06 14:08:01,2025-01-05 10:00:29,2025-01-14 04:06:25,NULL,"{""id"": 10, ""code"": ""DTE01""}","[{""id"": 1312, ""label"": ""2025 Nursery 1 Lois Ehlert""}]",NULL,[],[]
288989,album,本周动态分享,新年快乐！新年的第一次动态分享祝福大家开心快乐，健康顺遂！随着新年的开始，很多假期中的小伙伴也回到了学校中，我们也迎来了一位新的朋友缘俽，所以在一月，我们会将以学校的玩具为线索，带领幼儿熟悉新环境，帮助幼儿与新朋友和老师建立关系，本周我们阅读了绘本《小企鹅乔比》，通过这本互动故事，让孩子们感受不同的质感，孩子们也尝试在身边寻找这种不同的质感，软软的小猫，滑滑的玻璃，粗糙的篮子等等，在游乐场，我们利用呼啦圈和沙包进行了好玩的丢沙包游戏，促进幼儿大肌肉的发展，我们还发现在之前的户外活动中带回来的巨大的椰子花朵外表发生了变化，表面发生了开裂，有原来光滑的质感也变成了粗糙的质感，孩子们将这个发现分享给了老师，我们共同用放大镜观察这些变化，带领幼儿发现更多好玩的视角。,,,published,2025-01-05 10:05:53,2025-01-05 10:05:22,2025-01-05 10:05:52,NULL,"{""id"": 5, ""code"": ""DTH01""}","[{""id"": 1408, ""label"": ""2025 Nursery 1 Engagers""}]",NULL,[],[]
288990,album,Scribbling with oil pastel,"Scribbling with oil pastels offers several important benefits for young children. First, it enhances fine motor skills by strengthening hand muscles and improving grip, which is essential for tasks like writing and using utensils. Second, it helps develop hand-eye coordination, as children learn to control their movements while creating on the paper. Finally, the activity fosters creativity and self-expression, allowing children to explore colours, and lines, which supports cognitive development and boosts confidence!",,,published,2025-01-05 10:14:26,2025-01-05 10:07:41,2025-01-05 10:14:25,NULL,"{""id"": 1, ""code"": ""DNI00""}","[{""id"": 1296, ""label"": ""2025 N1 Giles Andreae""}]",NULL,[],[]
288991,album,"🎉 Happy Birthday, Mabell! 🎂","We celebrated Mabell turning 3 with laughter, love, and lots of fun! Here’s to another year of growth and adventure! 🎈",,,published,2025-01-05 10:29:08,2025-01-05 10:29:01,2025-01-05 10:29:07,NULL,"{""id"": 1, ""code"": ""DNI00""}","[{""id"": 1296, ""label"": ""2025 N1 Giles Andreae""}]",NULL,[],[]
289001,album,Sticky Tape Popsicle Sticks,"The children are actively engaging with popsicle sticks and sticky tape, experimenting with various ways to manipulate the materials. They are seen lifting the sticks, using their pincer fingers to peel the tape off, and repositioning it onto different sticks. Through this hands-on exploration, the children are fostering fine motor skills, enhancing their hand-eye coordination, and learning about cause-and-effect relationships. They are also practicing problem-solving as they figure out how to attach and detach the tape. Additionally, this activity promotes independence, fostering their ability to explore and experiment freely with objects in their environment.",,,published,2025-01-05 14:16:36,2025-01-05 14:16:23,2025-01-05 14:16:36,NULL,"{""id"": 18, ""code"": ""OMB01""}","[{""id"": 1283, ""label"": ""2025 Playgroup Emma Dodd""}]",NULL,[],[]
289003,album,Outdoor fun and play! 🥰,"It's only the start of the year, and already we’re seeing remarkable growth in our physical abilities. Every day, we're running faster and more steadily! In fact, now that we're bigger, we need a larger, open area to fully stretch our legs and run freely. 🤭 This is also the perfect time for Mummy and Daddy to take us to playgrounds where we can practice climbing, balance, and stability, helping us continue to develop our coordination, strength, and confidence. Playground play also supports social skills, encourages problem-solving, and boosts our overall well-being as we engage in fun, active exploration. 🥰",,,published,2025-01-05 14:29:18,2025-01-05 14:28:45,2025-01-05 14:29:17,NULL,"{""id"": 1, ""code"": ""DNI00""}","[{""id"": 1297, ""label"": ""2025 N1 Marcus Pfister""}]",NULL,[],[]
289005,album,Working together to keep our mattresses!,"We've been practicing packing away our own mattresses and sleeping bags into the cupboard after our afternoon rest. At first, the teachers would help us with the packing, but they soon noticed that we were eager to take part in the process. 😄We began showing interest in bringing the mattresses to the cupboard and placing them inside ourselves. Encouraged by this, our teachers guided us to work together to carry the mattresses and carefully place them in the cupboard. This process not only teaches us to collaborate but also helps us develop problem-solving skills as we figure out how to fit the mattresses just right. Who knows? Maybe next, we’ll try setting up our mattresses before nap time, too! 😜",,,published,2025-01-05 14:51:31,2025-01-05 14:51:19,2025-01-05 14:51:31,NULL,"{""id"": 1, ""code"": ""DNI00""}","[{""id"": 1297, ""label"": ""2025 N1 Marcus Pfister""}]",NULL,[],[]
289007,album,Fireworks to Celebrate 2025! 🥳,"Happy New Year, Everyone!! We’re excited for a wonderful, adventurous, and fruitful 2025 ahead! As we returned to school on the 2nd of January, we eagerly shared our New Year’s Eve and New Year’s Day experiences. One of the highlights mentioned was watching the fireworks light up the night sky. Inspired by this, we decided to create an artwork based on those beautiful fireworks.

Our project is made up of three parts. The first part, which we’ve already completed, involved pasting pieces of string soaked in a mixture of glue and water onto our paper. The arrangement of the string is meant to represent the bursting of colourful fireworks in the sky. At first, most of us needed some encouragement to fish the string out of the gluey mixture, but once we got started, it became a fun and messy adventure! After placing the string onto our paper, we left our pieces to dry, ready to continue with the second and third parts later on.",,,published,2025-01-05 15:19:23,2025-01-05 15:18:53,2025-01-05 15:19:23,NULL,"{""id"": 1, ""code"": ""DNI00""}","[{""id"": 1297, ""label"": ""2025 N1 Marcus Pfister""}]",NULL,[],[]
289009,album,12 月活动照片,"Hi 家长们好！

本周在老师的鼓励引导下，幼儿们尝试多次使用彩色笔在画纸上面画出自己的画像！幼儿们在活动中积极不断的尝试创作，展现出自己独特的创作画面，并与同伴相互欣赏交流中不断的尝试再次进行创作！可以看出幼儿们在创作中能大胆的进行构思创作，并在老师的不断引导下尝试调整自己的握笔姿势，幼儿们的小肌肉及手眼协调能力得到提升。
当幼儿们都完成自己的画像后，老师展示已经贴有幼儿华文名字的华文拾趣本子，并与他们一起玩游戏认识自己及同伴的华文名字后，鼓励引导幼儿把自己的画像贴在华文拾趣本子上面。老师也告诉幼儿们此本子是接下来每个星期五在上面画画的本子，幼儿们很开心。
在此要非常开心的告诉家长，幼儿们最近在各方面都有很大的进步，尤其在去厕所小便方面幼儿们真的成长很快！在友好相处乐于助人方面也有很大进步，可以看到幼儿们对新幼儿特别照顾，并能愉快的一起玩耍！幼儿们真的很棒！

接下来幼儿们会进入新的课程旅程中，希望幼儿们能在有趣的课程和活动中，发挥潜能、积极探索及发现，更希望幼儿们能快乐成长！",,,published,2025-01-05 15:34:44,2025-01-05 15:34:29,2025-01-31 05:38:59,NULL,"{""id"": 5, ""code"": ""DTH01""}","[{""id"": 1407, ""label"": ""2025 Nursery 2 Reflectors""}]",NULL,[],[]
289018,album,新的一年尝试一件新的事情,在2025年新一年开始的时候，孩子们一起讨论新年我们想要做什么，想要尝试一件新的事情。活动帮助孩子们赋予新年新的意义，传递给孩子们新年的时候我们可以有新的目标新的尝试。,,,published,2025-01-06 09:08:10,2025-01-06 02:58:17,2025-01-06 09:37:13,NULL,"{""id"": 1, ""code"": ""DNI00""}","[{""id"": 1301, ""label"": ""2025 K2 Debi Gliori""}]",NULL,[],[]
289019,album,户外游戏,户外游戏活动“1、2、3木头人” “贴数字”，户外游戏给孩子们提供锻炼身体平衡能力和大肌肉力量的机会，同时孩子们在游戏过程可以给孩子们提机会练习孩子们的应变能力和团队合作能力。,,,published,2025-01-06 09:07:13,2025-01-06 03:43:17,2025-01-06 09:07:12,NULL,"{""id"": 1, ""code"": ""DNI00""}","[{""id"": 1301, ""label"": ""2025 K2 Debi Gliori""}]",NULL,[],[]
289020,album,December Week 5: Passing Ball,"Learning Objectives: 

1. Foster perceptual gross and fine motor development

The children were given the opportunity to pass a ball to each other while listening to music, fostering both gross and fine motor development. The rhythmic beats helped improve their timing and coordination, while passing the ball encouraged hand-eye coordination, balance, and spatial awareness. 

Date of activity: 30 December 2024 to 3 January 2025",,,published,2025-01-06 04:33:31,2025-01-06 04:33:23,2025-01-06 04:33:30,NULL,"{""id"": 10, ""code"": ""DTE01""}","[{""id"": 1311, ""label"": ""2025 Playgroup Michael Rosen""}]",NULL,[],[]
289021,album,First Sportball Class (2 January 2025),First Sportball class of N2 children with Coach Art,,,published,2025-01-06 05:11:23,2025-01-06 05:11:08,2025-01-06 05:11:22,NULL,"{""id"": 10, ""code"": ""DTE01""}","[{""id"": 1314, ""label"": ""2025 Nursery 2 Eric Carle""}]",NULL,[],[]
289022,album,First SMART Science Class (2 January 2025),First Science class of N2 children with Teacher Nani.,,,published,2025-01-06 05:14:40,2025-01-06 05:14:32,2025-01-06 05:14:40,NULL,"{""id"": 10, ""code"": ""DTE01""}","[{""id"": 1314, ""label"": ""2025 Nursery 2 Eric Carle""}]",NULL,[],[]
289023,post,Things We Do as a Family ,"As part of our Term 1 topic, the children are learning about ""Things We Do as a Family."" We started by reading a book titled ""Kevin and His Dad"" by Irene Smalls, where Kevin spends time doing various activities with his dad, such as cleaning the house, fixing the faucet, and playing a race.

After the story reading, the children took turns picking a family-related object or image and shared what they did with their families. This sharing allowed the children to realize that the same activity can be done differently in different families. For instance, one child shared that she celebrated Christmas by decorating a Christmas tree with her parents, while others celebrated it by hosting a house party. Thus, the children are beginning to understand that families have unique ways of spending time together, even while engaging in similar activities.

In the weeks to come, the children will continue to build their knowledge on this topic and explore what they would like to learn more about!",,,draft,2025-01-08 00:15:12,2025-01-06 05:18:16,2025-01-08 00:15:12,NULL,"{""id"": 1, ""code"": ""DNI00""}","[{""id"": 1300, ""label"": ""2025 K1 David McKee""}]",NULL,[],[]
289024,album,December Week 5: Weekly Highlight,Parachute game!,,,published,2025-01-06 05:36:22,2025-01-06 05:36:05,2025-01-06 05:36:22,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1402, ""label"": ""2025 N1 Kelly""}]",NULL,[],[]
289025,album,December week 5,Activities of the week!,,,published,2025-01-06 05:41:12,2025-01-06 05:40:29,2025-01-06 05:41:12,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1402, ""label"": ""2025 N1 Kelly""}]",NULL,[],[]
289026,album,烟花,老师准备了油、水、食用色素和容器，邀请孩子一起用这些材料制作烟花。孩子将食用色素，慢慢滴到装有油和水的容器中。然后观察颜料的变化，欣赏容器中各种不同颜色的“烟花。”,,,published,2025-01-06 05:47:30,2025-01-06 05:47:09,2025-01-06 05:59:07,NULL,"{""id"": 18, ""code"": ""OMB01""}","[{""id"": 1285, ""label"": ""2025 N2 Eric Carle""}]",NULL,[],[]
289028,album,圣诞节庆祝活动,在过去的圣诞节庆祝活动，孩子们一起聆听了圣诞节由来的故事。此外，我们还一起进行了一系列具有圣诞节元素的活动。,,,published,2025-01-06 05:58:46,2025-01-06 05:58:31,2025-01-06 05:58:46,NULL,"{""id"": 18, ""code"": ""OMB01""}","[{""id"": 1285, ""label"": ""2025 N2 Eric Carle""}]",NULL,[],[]
289033,album,听听动物的声音,"按一下，听听看！
是什么动物的叫声呀～
有猴子、大象、小狗、猫咪、还有大狮子！",,,draft,2025-01-06 06:10:22,2025-01-06 06:10:18,2025-01-06 06:10:21,NULL,"{""id"": 18, ""code"": ""OMB01""}","[{""id"": 1283, ""label"": ""2025 Playgroup Emma Dodd""}]",NULL,[],[]
289034,album,Term 4 Revision Week 6: Preparing our Journals and Black Books!,"Objectives: 
1) Children will be able to share about the journals and black book
2) Children will be able to peel off and paste sticker labels appropriately

This week, the children prepared their journal and black books for the new year 2025! The children were given two ‘Black Books’, one with the label ‘Journal’ on the cover and the other is called ‘Black Book’. 
They were informed about the differences between these two books, one is for Journal Entry, the other is for daily use in school, and only the Jounral book would be brought home.
The children were encouraged to peel their name sticker labels and paste them onto a  suitable spot on their books - making sure not to cover any wordings or logos with their sticker labels. After which, they wrote their names down too!

Date of activity: 30 - 31 December 2024 ",,,published,2025-01-06 06:12:09,2025-01-06 06:11:28,2025-01-06 06:12:09,NULL,"{""id"": 10, ""code"": ""DTE01""}","[{""id"": 1315, ""label"": ""2025 Kindergarten 1 Darwin""}]",NULL,[],[]
289035,album,January Week 1: Music Medley Lesson,"Today marked the first Music Medley lesson of 2025, and we are thrilled to share that the children had an engaging and delightful experience!

In today’s session, they explored a variety of musical instruments, discovering their unique sounds and learning how to play them to different melodies and tunes. It was wonderful to see the children’s creativity come to life as they participated in the music lesson.

We are excited to continue this musical journey with them and look forward to more fun and enriching lessons ahead!

Date of activity: 6 January 2025",,,published,2025-01-06 06:23:01,2025-01-06 06:20:07,2025-01-08 11:33:22,NULL,"{""id"": 10, ""code"": ""DTE01""}","[{""id"": 1311, ""label"": ""2025 Playgroup Michael Rosen""}]",NULL,[],[]
289036,album,这是谁？,教师引导幼儿一起辨认地上的照片，指出哪一个是自己，并学着老师说：“这是我！”请幼儿辨认其他同伴的照片，并说说分别他或她是谁，跟老师一起学说朋友的华文名字，随后将自己的照片贴在课室里。,,,published,2025-01-06 06:20:56,2025-01-06 06:20:14,2025-01-06 06:20:55,NULL,"{""id"": 16, ""code"": ""MBS""}","[{""id"": 1379, ""label"": ""2025 Nursery 1 Grace""}]",NULL,[],[]
289039,album,冻彩色冰块,教师引导幼儿观察老师的倒水步骤，将大盆里的水舀到小格子里，尽量不让水洒出来，随后选择自己喜欢的一种或两种颜色，将蘸有颜色的棉棒插入水中搅拌，将颜色混合在一起，观察颜色变化，并学说：这是红色、我要红色等。,,,published,2025-01-06 06:26:13,2025-01-06 06:23:50,2025-01-06 06:26:13,NULL,"{""id"": 16, ""code"": ""MBS""}","[{""id"": 1379, ""label"": ""2025 Nursery 1 Grace""}]",NULL,[],[]
289042,album,小蛇身体涂色,教师鼓励幼儿尝试穿上防护服，右手握住画笔，左手按住纸张，蘸取自己喜欢的颜料，将笔按在纸上，握住笔向前滑动或转圈或点点，将纸张涂满。,,,published,2025-01-06 06:33:14,2025-01-06 06:32:45,2025-01-07 05:38:26,NULL,"{""id"": 16, ""code"": ""MBS""}","[{""id"": 1379, ""label"": ""2025 Nursery 1 Grace""}]",NULL,[],[]
289043,album,游乐场活动,游乐场的快乐时光！,,,published,2025-01-06 06:36:09,2025-01-06 06:35:47,2025-01-06 06:36:09,NULL,"{""id"": 16, ""code"": ""MBS""}","[{""id"": 1379, ""label"": ""2025 Nursery 1 Grace""}]",NULL,[],[]
289044,post,亲子活动--一起聆听绘本故事《鳄鱼怕怕 牙医怕怕》,"Hi家长们好！

这个星期我们开始学习绘本《鳄鱼怕怕 牙医怕怕》。这是一个发生在牙医和鳄鱼间的故事。鳄鱼牙疼去看牙医，而牙医对这个特殊的病人内心也同样满是恐惧。该绘本以完全一致的心理活动来展示两个不同角色在此时此地的真实心情。您可以参考以下网址来阅读电子故事，并与您的孩子一起分享故事内容。
请点击：https://youtu.be/OSm-0wBui_w 。
",,https://youtu.be/OSm-0wBui_w 。,published,2025-01-06 06:47:56,2025-01-06 06:47:54,2025-01-06 06:47:55,NULL,"{""id"": 5, ""code"": ""DTH01""}","[{""id"": 1407, ""label"": ""2025 Nursery 2 Reflectors""}]",NULL,[],[]
289046,album,2025年一月第二周，认识朋友与自我认识·。,今天老师把孩子照片放在新年的照片，让孩子互相认识。,,,published,2025-01-06 07:22:50,2025-01-06 07:22:37,2025-01-22 00:04:18,NULL,"{""id"": 10, ""code"": ""DTE01""}","[{""id"": 1310, ""label"": ""2025 Infant Mozart""}]",NULL,[],[]
289063,album,December Week 3: Healthy Week ,"Learning objective:
-Foster personal care skills, hygiene and safety, healthy eating habits (hand washing, cleaning up, eating a variety of food, etc)

As part of our healthy week activities, the N1 children took. A walk around the mall to explore healthy and unhealthy food options. They spotted many of their favourite foods and stayed curious, keeping their eyes open for all the healthier choices. 

Date of activity: 19 December 2024 ",,,published,2025-01-06 14:25:12,2025-01-06 14:25:03,2025-01-06 14:25:11,NULL,"{""id"": 10, ""code"": ""DTE01""}","[{""id"": 1312, ""label"": ""2025 Nursery 1 Lois Ehlert""}]",NULL,[],[]
289065,album,December Week 4: Christmas Games,"Learning Objective:
-Foster understanding of different cultures and regions of Christmas

Children engaged in Christmas games by finding the red nose for Rudolph and listened to the song “Rudolph the red nose reindeer”. They looked for Christmas presents wrapped in gift wraps and throw hula hoop over it. 

Date of activity: 24 December 2024 ",,,published,2025-01-06 14:35:29,2025-01-06 14:35:22,2025-01-06 14:35:29,NULL,"{""id"": 10, ""code"": ""DTE01""}","[{""id"": 1312, ""label"": ""2025 Nursery 1 Lois Ehlert""}]",NULL,[],[]
289066,post,Happy Birthday Chenran!🎉🎂,"Last week, we celebrated the first birthday of the new year as one of our friends, Chenran, turned 5 years old! The children were incredibly excited to celebrate Chenran's birthday and learned that they will each take turns hitting the 5-year-old milestone. We can’t wait to see more of the K1 children turning 5 and celebrating the milestones they are going to accomplish!",,,published,2025-01-06 15:09:48,2025-01-06 14:44:12,2025-01-06 15:09:47,NULL,"{""id"": 1, ""code"": ""DNI00""}","[{""id"": 1300, ""label"": ""2025 K1 David McKee""}]",NULL,[],[]
289074,post,华文儿歌（十二月）,"以下是幼儿们在十二月份所学习的儿歌，家长可以点击以下的儿歌链接，与幼儿们一起继续在家复习。😀

1. 一片叶子长出来
https://youtu.be/WN0TGhoKZlM?feature=shared

2. 秋天来了
https://youtu.be/n3fRIBYws0A?si=5OpS0CC2Z_CDxImo

3.健康歌
https://www.youtube.com/watch?v=Ig7aMLKJOnU

4.我们祝你圣诞快乐
https://www.youtube.com/watch?v=75kQ-0-lNss

",,,published,2025-01-08 06:07:56,2025-01-07 01:21:04,2025-01-08 06:07:55,NULL,"{""id"": 18, ""code"": ""OMB01""}","[{""id"": 1284, ""label"": ""2025 N1 Christie Matheson""}]",NULL,[],[]
289075,album,水果变变变,教师带领幼儿一起阅读绘本《水果变变变》，引导幼儿认识不同的水果，如：葡萄、橘子和香蕉。在阅读过程中，教师通过生动的故事情节，鼓励幼儿大声的和教师一起说出水果名称，并同时启发幼儿发现水果的趣味变化，激发幼儿对于水果的兴趣。,,,draft,2025-01-13 04:52:09,2025-01-07 01:23:59,2025-01-13 04:52:08,NULL,"{""id"": 18, ""code"": ""OMB01""}","[{""id"": 1284, ""label"": ""2025 N1 Christie Matheson""}]",NULL,[],[]
289076,album,我们去找食物,"教师在课室地板上以胶带分段粘贴（每段间隔约20-30公分），设计一条跳跃路线，并鼓励幼儿通过双脚跳跃的方式，逐一跳到每段胶带所在的位置，取回食物并将其放入篮子里。在活动开始前，教师向幼儿讲解游戏规则，并示范正确的双脚跳动作：双脚并拢站立，双手在身体两侧前后摆动，膝盖微蹲，脚尖用力向上蹬起，朝前方轻轻跳跃。
",,,published,2025-01-08 06:20:17,2025-01-07 01:28:34,2025-01-08 06:20:16,NULL,"{""id"": 18, ""code"": ""OMB01""}","[{""id"": 1284, ""label"": ""2025 N1 Christie Matheson""}]",NULL,[],[]
289078,album,N1 First Speech and Drama Enrichment ,"Children participated in their first Speech and Drama Enrichment that happens every Mondays, 4pm to 5pm. 

",,,published,2025-01-07 04:07:57,2025-01-07 04:07:36,2025-01-07 04:07:56,NULL,"{""id"": 10, ""code"": ""DTE01""}","[{""id"": 1312, ""label"": ""2025 Nursery 1 Lois Ehlert""}]",NULL,[],[]
289080,album,树叶印画,教师引导幼儿选择自己喜欢的大自然材料，并将其摆放在画纸上。随后，教师鼓励幼儿使用画笔蘸取水彩，在画纸上涂抹颜色。涂好颜色后，教师协助幼儿小心地移开大自然材料，呈现出独特的图案，从而完成创意作品。,,,published,2025-01-08 06:16:31,2025-01-07 04:43:16,2025-01-08 06:16:30,NULL,"{""id"": 18, ""code"": ""OMB01""}","[{""id"": 1284, ""label"": ""2025 N1 Christie Matheson""}]",NULL,[],[]
289081,album,我们一起种花,老师首先向幼儿介绍一些基本的植物种植材料，如泥土、种子和水，并鼓励幼儿仔细观察这些材料，与老师一起说出它们的名称。接着，老师引导幼儿用小勺子将泥土盛入自己的小杯子里，然后选择自己喜欢的植物种子，放入杯中后再轻轻覆盖上一层泥土。最后，老师鼓励幼儿使用浇水器为自己的植物浇水，完成种植过程，体验动手的乐趣。,,,published,2025-01-08 06:15:14,2025-01-07 04:46:57,2025-01-08 06:15:14,NULL,"{""id"": 18, ""code"": ""OMB01""}","[{""id"": 1284, ""label"": ""2025 N1 Christie Matheson""}]",NULL,[],[]
289084,album,N1 Lois Ehlert First Music Medley Enrichment,N1 Lois Ehlert children participated their first music medley class in 2025 ,,,published,2025-01-07 04:57:26,2025-01-07 04:56:40,2025-01-07 04:57:26,NULL,"{""id"": 10, ""code"": ""DTE01""}","[{""id"": 1312, ""label"": ""2025 Nursery 1 Lois Ehlert""}]",NULL,[],[]
289085,album,Music Medley First Class 2025 (6 January 2025),"Yesterday, the children had their first music class. They were introduced to different music songs and ways to express themselves in the music. ",,,draft,2025-01-07 04:58:15,2025-01-07 04:58:10,2025-01-07 04:58:45,NULL,"{""id"": 10, ""code"": ""DTE01""}","[{""id"": 1314, ""label"": ""2025 Nursery 2 Eric Carle""}]",NULL,[],[]
289091,album,十二月 第五周：抓和丢,"活动目标：为婴幼儿提供探索、互动和游戏等机会，初步培养其参与感

活动过程：
老师准备了不同形状的物品（软的、硬的、立方体、圆柱体…）鼓励小朋友通过探索认识物品的形状、触感、颜色等。小宝宝在探索过程中练习尝试向前够到物品和抓握，而年纪比较大的幼儿在过程中也可以尝试松手和丢。在探索活动中培养幼儿们的参与感。",,,published,2025-01-07 05:36:45,2025-01-07 05:28:39,2025-01-07 05:57:05,NULL,"{""id"": 10, ""code"": ""DTE01""}","[{""id"": 1310, ""label"": ""2025 Infant Mozart""}]",NULL,[],[]
289092,album,December Week 3: Exploring loose parts ,"Learning outcomes: 
- Foster curiousity and exploration in a well-planned environment with intentional interaction
- Foster fine motor development (grasping, holding to small objects, pushing small objects, pinching small objects, etc.)


The children were very excited to exploring the newly set up nature learning space. The teacher encouraged them to use their different senses to explore the materials provided. They were given opportunities to feel, shake and throw the items. 

Activity is conducted in 19 December. ",,,published,2025-01-07 05:36:22,2025-01-07 05:36:15,2025-01-07 05:36:21,NULL,"{""id"": 10, ""code"": ""DTE01""}","[{""id"": 1310, ""label"": ""2025 Infant Mozart""}]",NULL,[],[]
289098,album,十二月 第三周 健康的刷牙,"活动目标：

1.锻炼幼儿区分健康的和不健康食物的能力。
2.初步了解健康的和不健康的食物。

活动过程：

本次活动通过展示健康与不健康食物的卡片、动手操作和互动游戏，帮助幼儿初步了解并区分健康食物与不健康食物。孩子们通过分组分类、模拟浇水等方式，实际体验了健康食物的益处与不健康食物的潜在危害，同时提升了他们的观察力和动手能力。教师通过简单的讲解和提问，引导孩子们思考食物对身体的影响，鼓励他们选择健康食物，逐步培养良好的饮食习惯。与此同时，介绍刷牙歌，通过简单的歌词和节奏，初步的引导幼儿学习刷牙步骤，孩子们可以在歌声中边唱边做动作，按照歌中的提示刷上排牙、下排牙以及舌头，既让刷牙过程变得有趣，又帮助他们记住刷牙的关键动作。通过这种互动式的方式，孩子们在愉快的氛围中既学会了健康饮食的知识，又培养了良好的口腔卫生习惯。

活动日期：2024年12月16-17日",,,published,2025-01-07 05:52:37,2025-01-07 05:52:17,2025-01-07 05:52:37,NULL,"{""id"": 10, ""code"": ""DTE01""}","[{""id"": 1311, ""label"": ""2025 Playgroup Michael Rosen""}]",NULL,[],[]
289103,post,Repost of Last Week's weekly updates,"Dear parents,

A repost of last week's weekly updates just in case we have missed it!

For last week, children had their last Ready, Steady, Go with their teachers. They also drew a farewell card for Avery and revised the letter 'f' where they came up with words beginning with the letter. They were encouraged to copy write three words as well.",,,draft,2025-01-07 06:02:00,2025-01-07 06:01:34,2025-01-07 06:02:00,NULL,"{""id"": 5, ""code"": ""DTH01""}","[{""id"": 1406, ""label"": ""2025 Kindergarten 1 Inventors""}]",NULL,[],[]
